,达人,粉丝数,销售额,销售量,商品数,观看人次,人次峰值,地区
13799,巴拉巴拉婴幼童店,76156,27492.7,421,103,30712,129,江西省
13800,乙丙万丽,14772,27410.67,353,16,1731,41,江西省
13801,吾凡大雅,3693,27300.0,18,107,1583,91,江西省
13802,黄大叔夫妇,260623,27283.69,1511,74,83199,1089,江西省
13803,斐乐FILA 江西5G形象店,31748,27234.0,74,87,8450,55,江西省
13804,梧梓兼兼童装,106061,27231.11,735,45,63846,65,江西省
13805,mesmooth官方旗舰店,17675,27225.0,61,10,5688,29,江西省
13806,菲苏百货,5243,27200.34,1490,71,1977,39,江西省
13807,四祥斋,82876,27180.0,32,193,6530,74,江西省
13808,景德镇旭凡陶瓷有限公司,39469,27136.8,98,64,9744,208,江西省
13809,赏瓷观品（招主播助播摄影）,10365,27115.0,37,65,5497,85,江西省
13810,胖乎乎的水禾,7261,27071.4,552,6,21931,251,江西省
13811,黎川Zz1988女装店（直播号）,95325,27042.8,372,42,22650,408,江西省
13812,万户家具,16929,27036.63,31,37,17534,46,江西省
13813,南康区铭权家具销售中心,5024,27000.83,46,19,9694,101,江西省
13814,灵魂重启（手把手带新手月嫂上户）,341635,26946.31,340,25,7676,239,江西省
13815,四祥斋,82876,26936.0,47,215,6184,65,江西省
13816,皮皮（教做菜）,28377576,26902.72,1225,66,47092,87,江西省
13817,四祥斋,82876,26847.0,43,207,5792,64,江西省
13818,昨明陶瓷设计,60389,26845.72,322,254,10610,135,江西省
13819,南筝茶桌,26082,26791.21,8,17,7236,30,江西省
13820,柴房陶瓷,23491,26786.1,72,59,8694,353,江西省
13821,恒捷（南昌一家人）,4488705,26774.28,489,39,27169,634,江西省
13822,景德镇旭凡陶瓷有限公司,39469,26711.4,104,65,11768,262,江西省
13823,景德镇斌芬陶瓷,21804,26710.5,22,84,5571,208,江西省
13824,仁和药业美白护肤直播间,15692,26651.17,391,80,1581,24,江西省
13825,是可乐,111783,26636.35,771,96,46822,2696,江西省
13826,景德镇-九观金品,79268,26635.6,48,38,6218,234,江西省
13827,大美百货店,10614,26611.76,150,1,60910,120,江西省
13828,别具一阁,12630,26609.23,204,169,10437,107,江西省
13829,杭州玉儿有限公司,211753,26567.74,877,18,52215,1166,江西省
13830,丢丢大姑姑（南昌一家人）,221650,26485.82,587,57,41838,600,江西省
13831,景德镇简家陶瓷工坊,87425,26449.0,527,163,11143,490,江西省
13832,景德镇简家陶瓷工坊,87425,26410.76,609,194,14209,769,江西省
13833,景德镇大展陶瓷有限公司,245107,26379.15,348,83,14707,288,江西省
13834,志辉食品（鞋底辣片）,91747,26323.25,1533,10,41357,192,江西省
13835,慕图凯兰家具,50093,26320.51,71,33,36759,150,江西省
13836,珠山区秦坊陶瓷工作室,112673,26281.0,170,194,7934,199,江西省
13837,景德镇简家陶瓷工坊,87425,26237.08,547,189,12062,608,江西省
13838,春暖花开18.10（好物在厨窗）,7080,26193.93,389,100,123,13,江西省
13839,一茗新中式套房家具,6879,26160.0,2,56,184,14,江西省
13840,仁和药业（祛斑美白护肤专场）,4047,26151.76,380,69,518,28,江西省
13841,倚楼听风茶台家具,1007,26105.5,68,29,6336,28,江西省
13842,鸭鸭妈妈装官方旗舰店,47289,26102.0,166,89,8679,78,江西省
13843,乐巢优品家具,28190,26069.2,31,90,3733,50,江西省
13844,微昊家居,7137,26045.42,618,74,12016,427,江西省
13845,青澹汝窑,39090,25975.32,33,109,4533,30,江西省
13846,景德镇大展陶瓷有限公司,245107,25876.7,359,80,16377,696,江西省
13847,依馨蓉服饰店,203169,25864.2,358,49,49958,299,江西省
13848,尚达香云纱,9297,25863.0,37,13,5485,37,江西省
13849,梦伊🌻,16373,25857.64,201,35,448,18,江西省
13850,陶瓷百晓生,48960,25849.3,86,148,12204,138,江西省
13851,景德镇·瓷画楼,154314,25830.0,33,72,6570,94,江西省
13852,尚捷家具,231948,25819.0,20,64,5719,32,江西省
13853,四祥斋,82876,25810.0,31,235,8677,143,江西省
13854,南康区诺贝家具营销中心,22846,25731.6,38,24,8421,17,江西省
13855,小沃童品,23702,25727.35,583,3,45687,523,江西省
13856,小公举茶台家具,132928,25718.61,28,22,15318,54,江西省
13857,雅鹿衣美坊专卖店,39997,25688.4,518,14,95161,1806,江西省
13858,莉姿女装,647927,25626.59,133,32,29794,140,江西省
13859,睿尊中式家具,42208,25597.85,4,19,4979,24,江西省
13860,斐乐FILA 江西5G形象店,31748,25570.0,69,85,10900,63,江西省
13861,宫廷陶瓷复刻单位,15311,25566.01,1598,236,16674,247,江西省
13862,三三有点胖（幻波电子）,43950,25512.6,320,20,44342,131,江西省
13863,木-布衣,59612,25503.0,61,103,11039,69,江西省
13864,奢慕二奢心选,24470,25460.0,22,105,6083,98,江西省
13865,昨明陶瓷设计,60389,25455.86,288,188,15289,154,江西省
13866,景德镇砂锅一哥陶瓷,168906,25445.43,606,41,18463,383,江西省
13867,南康区乐哈哈家具销售中心,442403,25434.21,49,99,14937,120,江西省
13868,江西俊梦家具有限公司,8638,25412.68,84,21,5824,48,江西省
13869,南昌市円潮区服饰贸易有限公司,20563,25403.57,1178,72,15780,64,江西省
13870,黄大叔夫妇,260623,25394.75,1173,86,28834,649,江西省
13871,景德镇世诺•御瓷,122294,25354.6,950,54,19490,821,江西省
13872,新建区阳光牛仔服装店,208164,25301.73,239,65,23382,216,江西省
13873,于都赣南小妹儿农家店,1094081,25276.91,760,38,33352,97,江西省
13874,在水一方,50994,25237.0,667,49,25262,210,江西省
13875,坤诚奢品,2631,25195.0,5,108,1674,17,江西省
13876,迪奥特莱斯智能锁,51598,25177.0,23,2,11073,100,江西省
13877,JSG1984服饰（今晚8⃣️点30直播,109173,25165.48,236,56,17291,163,江西省
13878,景德镇•皇品陶瓷,19692,25160.35,269,461,8024,52,江西省
13879,喜二家家具,339473,25159.96,37,25,20667,93,江西省
13880,WHPOLOSPORTS服饰直播1,22702,25091.39,282,17,35120,189,江西省
13881,雅鹿衣美坊专卖店,39997,25070.0,502,14,86972,1521,江西省
13882,金寨县青鹏通讯店,1877,25064.0,4,83,1313,31,江西省
13883,玛莎诺娅二姐批发,190161,25050.72,180,32,7193,43,江西省
13884,别具一阁,12630,25042.11,223,226,6244,106,江西省
13885,南康区乐哈哈家具销售中心,442403,25013.62,44,99,11262,130,江西省
13886,景德镇世诺•御瓷,122294,25000.61,1003,56,20794,440,江西省
13887,曵步舞小谢（每天早上，晚上6.30直播）,4542,24999.2,222,48,1095,52,江西省
13888,马天奴旗舰店,92150,24965.0,25,81,4715,39,江西省
13889,愚杏堂工作室,3435,24936.0,80,124,4695,79,江西省
13890,慕尔斯家具工厂,2215,24916.67,6,17,281,6,江西省
13891,维木缘家具工厂,32674,24899.5,29,19,13792,74,江西省
13892,黎川Zz1988女装店（直播号）,95325,24848.7,313,45,19267,350,江西省
13893,乾雅堂老瓷仓,90334,24822.7,510,103,23261,552,江西省
13894,景元瓷王,34939,24786.68,4354,44,46946,1349,江西省
13895,真珍🎀,115953,24742.54,304,100,30596,2507,江西省
13896,景德鎮苏藝堂陶瓷文化,16557,24682.0,65,72,4546,51,江西省
13897,罗小仙🏠,43479,24670.67,914,104,20385,227,江西省
13898,宫廷陶瓷复刻单位,15311,24669.39,1200,159,14133,227,江西省
13899,江中猴姑官方旗舰店,56842,24658.8,274,19,9104,64,江西省
13900,九鸣瓷艺中心,24501,24623.0,44,77,3559,167,江西省
13901,景德镇辉隆陶瓷有限公司,321995,24620.73,636,132,23850,645,江西省
13902,喜连盈新中式茶台,13372,24612.0,4,20,2838,18,江西省
13903,杭州玉儿有限公司,211753,24588.57,799,17,54835,1127,江西省
13904,昨明陶瓷设计,60389,24568.74,339,220,14631,184,江西省
13905,Black&color,21622,24561.3,84,28,3127,63,江西省
13906,丢丢大姑姑（南昌一家人）,221650,24552.29,629,90,20416,535,江西省
13907,依馨蓉服饰店,203169,24503.7,333,59,57048,202,江西省
13908,瓷韵小生手工陶瓷,27975,24477.18,169,142,11589,152,江西省
13909,小猪装机（电竞超频）,41567,24476.0,4,9,4895,91,江西省
13910,龍德古窑,19159,24457.12,249,104,8724,128,江西省
13911,家有翻菜男,1419868,24448.53,1096,57,62178,3062,江西省
13912,真珍🎀,115953,24447.73,309,98,25153,1605,江西省
13913,江西婆媳,940901,24443.24,753,71,37013,786,江西省
13914,小沃童品,23702,24435.12,560,3,43096,472,江西省
13915,景德镇大展陶瓷有限公司,245107,24428.0,312,78,13191,196,江西省
13916,缤纷好物优选,41488,24417.3,1227,1,14966,33,江西省
13917,四祥斋,82876,24384.0,45,187,6968,129,江西省
13918,奢慕二奢心选,24470,24365.0,20,114,6415,76,江西省
13919,景德鎮苏藝堂陶瓷文化,16557,24285.0,139,94,4977,156,江西省
13920,南康区诺贝家具营销中心,22846,24271.69,35,24,5027,17,江西省
13921,美玲姐129（早上8：30开播）,16588,24270.94,431,31,1767,30,江西省
13922,轻奢家具名优美家,79552,24268.4,18,97,4511,49,江西省
13923,经济技术开发区乐其服装店,7643,24264.4,410,13,50391,888,江西省
13924,黎川Zz1988女装店（直播号）,95325,24240.6,294,34,22860,508,江西省
13925,乾雅堂老瓷仓,90334,24219.2,105,82,9005,150,江西省
13926,欢喜时尚妈妈装,12747,24193.0,149,26,9842,60,江西省
13927,文韵陶瓷旗舰店,1376928,24179.11,699,28,45362,909,江西省
13928,云中君☁️@每天上午8：10分开播@,16226,24161.93,957,100,930,139,江西省
13929,专注足部,13116,24147.04,335,2,11277,142,江西省
13930,景德镇巷子里花盆,51228,24144.9,769,241,16007,224,江西省
13931,陶瓷百晓生,48960,24110.3,118,129,4704,121,江西省
13932,景德镇双云陶瓷工厂,73993,24109.07,736,79,26946,2647,江西省
13933,南昌市円潮区服饰贸易有限公司,20563,24106.58,1239,57,10676,61,江西省
13934,纽西之谜官方直播间,142545,24097.4,192,18,9309,24,江西省
13935,丢丢大姑姑（南昌一家人）,221650,24084.34,428,50,17056,570,江西省
13936,罗小仙🏠,43479,24041.07,562,104,27455,573,江西省
13937,艾慕家具,6466,24029.5,28,27,4430,76,江西省
13938,景德镇-九观金品,79268,24018.76,36,25,5985,197,江西省
13939,景德镇大展陶瓷有限公司,245107,24014.1,323,75,12792,432,江西省
13940,景德镇大展陶瓷有限公司,245107,23992.3,279,79,13600,151,江西省
13941,雅适家具.,2891,23984.0,16,49,6578,54,江西省
13942,小轩妈妈,740249,23859.18,554,30,33009,2788,江西省
13943,一颗矮胖花,18330,23838.7,313,8,17440,162,江西省
13944,WANJU抽卡机,12992,23828.41,230,6,6022,50,江西省
13945,真珍🎀,115953,23817.44,316,101,34457,2917,江西省
13946,大脸搭配日记,14261,23801.0,291,39,43226,159,江西省
13947,颖颖女装（春夏新款）,28304,23761.54,820,10,89813,103,江西省
13948,佳诺严选,3171376,23754.24,1149,105,12924,18,江西省
13949,乐巢优品家具,28190,23737.45,32,76,4889,63,江西省
13950,景德镇旺佳瓷业,49259,23725.63,278,268,9967,118,江西省
13951,之福百货商行,445647,23671.97,136,19,5396,48,江西省
13952,牧童小屋,21741,23666.67,41,20,8213,21,江西省
13953,WANJU抽卡机,12992,23663.15,247,6,7946,41,江西省
13954,以太家居工厂直销,9258,23655.0,6,39,2466,23,江西省
13955,智慧泡泡童装,24347,23646.88,575,42,11090,102,江西省
13956,景德镇简家陶瓷工坊,87425,23607.68,548,164,12905,561,江西省
13957,兰花草🌸好物,104826,23585.84,1232,11,174601,91,江西省
13958,南康区铭权家具销售中心,5024,23578.71,60,19,8530,122,江西省
13959,钱瑶陶瓷文化,23083,23530.6,79,105,18608,129,江西省
13960,愚杏堂,9342,23527.0,79,123,4856,67,江西省
13961,正德御窑,44574,23510.0,41,173,12371,128,江西省
13962,青澹汝窑,39090,23487.0,33,117,4784,40,江西省
13963,潮流前线官方（联手抖音新营销）,12038,23436.0,740,90,28992,180,江西省
13964,薇薇❤️好物分享,5713,23413.0,876,105,213,3,江西省
13965,恒捷（南昌一家人）,4488705,23404.61,422,46,32467,836,江西省
13966,昨明陶瓷设计,60389,23384.56,310,225,14272,174,江西省
13967,Yp·服饰,224550,23372.7,62,30,7480,110,江西省
13968,瓷泡泡,257180,23359.0,114,125,10037,75,江西省
13969,桃桃轻食餐,242728,23332.17,948,40,7634,40,江西省
13970,大德瓷业,49006,23301.03,1172,132,15159,1006,江西省
13971,兰兰  瑜伽瑙力法,478721,23296.74,431,47,24467,860,江西省
13972,馒头妈妈辅食教程分享,157292,23262.69,584,101,5881,87,江西省
13973,双图名品严选家具,24196,23252.62,88,55,8104,98,江西省
13974,江西老酒文化传播有限公司,20382,23206.36,51,22,5529,30,江西省
13975,知鹭定制y,48587,23128.0,131,17,18098,188,江西省
13976,丽巢家居官方旗舰店,130715,23126.35,346,54,22715,272,江西省
13977,秋画堂柴窑,23028,23121.76,337,98,13155,210,江西省
13978,广州娜娜子( 每晚9点直播),64750,23121.2,419,33,32417,197,江西省
13979,农村女人,1558,23103.85,437,62,400,35,江西省
13980,西湖区千佑手作工艺品店,44789,23042.6,422,1,105978,1055,江西省
13981,夜风好物,8664,23019.62,411,102,1439,5,江西省
13982,富艺森家具,13685,22994.55,9,19,1466,31,江西省
13983,景德镇画小二·窑口探案,28564,22968.0,12,40,4824,76,江西省
13984,谭凯,1801420,12413703.4,190439,39,7049312,220410,山东省
13985,谭凯,1801420,5182639.3,76378,28,2978370,83596,山东省
13986,谭凯,1801420,4223171.4,49684,20,3369509,111012,山东省
13987,即墨简优服饰,1800359,1360622.4,27008,70,1085366,5024,山东省
13988,王鲁轻奢女装,433620,1303604.8,7784,19,466842,3999,山东省
13989,即墨简优服饰,1800359,1193302.4,23810,88,1134903,5635,山东省
13990,即墨简优服饰,1800359,1134085.9,22420,61,1086165,4204,山东省
13991,即墨简优服饰,1800359,1072963.3,20179,59,1060004,3699,山东省
13992,李生严选团队,1277844,1008711.36,13725,106,175477,290,山东省
13993,李生严选团队,1277844,1001905.03,18065,110,198945,727,山东省
13994,李生严选团队,1277844,944675.89,25403,104,232052,670,山东省
13995,李生严选团队,1277844,903344.5,16610,105,178330,437,山东省
13996,陈姐姐晚8点直播,2077260,897865.1,10719,34,292882,3054,山东省
13997,大喜很哇塞～（春款上新中）,321056,872830.0,15747,60,561745,5370,山东省
13998,老板上班了,2802425,868232.4,13007,39,497254,8498,山东省
13999,海信官方旗舰店,131528,835434.0,226,68,43680,317,山东省
14000,老板上班了,2802425,785850.0,12407,35,463503,6848,山东省
14001,海涛大叔卫衣（即墨）,657584,719144.05,15027,53,277290,2910,山东省
14002,青岛鹅哥服装厂,208490,694386.8,4892,42,172703,1838,山东省
14003,即墨简优服饰,1800359,672942.0,14712,80,678433,4514,山东省
14004,青岛鹅哥服装厂,208490,668069.0,4639,36,156978,1897,山东省
14005,老佛爷辅料铺,202419,659140.2,14503,271,190852,4351,山东省
14006,大喜很哇塞～（春款上新中）,321056,611787.6,10496,138,417802,3834,山东省
14007,舞蹈老师雯雯🧘🏻‍♀️（直播中）,26417,607220.02,3196,5,111192,472,山东省
14008,李生严选团队,1277844,590486.78,9181,113,136325,393,山东省
14009,海涛大叔卫衣（即墨）,657584,567040.37,10900,52,203437,2222,山东省
14010,三言优选「一个满特殊的浮力专场」,515131,565023.35,16574,143,246863,3595,山东省
14011,即墨简优服饰,1800359,555715.18,11321,98,663479,4279,山东省
14012,小象珍珠,56221,554839.0,328,30,22867,953,山东省
14013,即墨晴晴家工厂直销,590560,554489.66,13715,77,350426,3812,山东省
14014,媛媛卫衣工厂,446372,552914.61,9555,23,182133,2947,山东省
14015,李生严选团队,1277844,543409.35,10202,111,124828,188,山东省
14016,小象珍珠,56221,541606.0,235,38,20806,844,山东省
14017,海涛大叔卫衣（即墨）,657584,536604.74,11448,70,272038,2997,山东省
14018,三言优选「一个满特殊的浮力专场」,515131,536392.97,14070,77,209032,2773,山东省
14019,诗妮歌卫衣工厂店,540222,535514.09,8368,56,152716,4164,山东省
14020,小象珍珠,56221,525344.0,233,31,14779,561,山东省
14021,陈姐姐晚8点直播,2077260,523432.2,6299,40,238563,1708,山东省
14022,老王的故事会（收徒）,804475,499636.94,17406,73,54787,1442,山东省
14023,人傻脾气大（杂货铺老板娘）,66653,494870.68,11344,59,111319,3463,山东省
14024,王鲁轻奢女装,433620,486601.8,2906,19,229572,1786,山东省
14025,老佛爷辅料铺,202419,482876.8,9377,274,132909,3953,山东省
14026,诗妮歌卫衣工厂店,540222,474998.81,7745,61,137836,3717,山东省
14027,媛媛卫衣工厂,446372,472129.32,8045,21,156590,2635,山东省
14028,海涛大叔卫衣（即墨）,657584,471869.51,9536,47,173422,1668,山东省
14029,媛媛卫衣工厂,446372,463085.34,8107,25,163314,2793,山东省
14030,三言优选「一个满特殊的浮力专场」,515131,461008.35,11700,114,174888,2862,山东省
14031,杰虹优品,480485,457581.0,5629,12,181745,1926,山东省
14032,宝儿外贸工厂,66380,451911.4,6480,12,194341,3312,山东省
14033,海涛大叔卫衣（即墨）,657584,447297.51,4849,33,227268,2037,山东省
14034,三朵金花,26011,437784.16,13086,158,438046,1094,山东省
14035,文静❤️记录平凡生活,925916,431785.5,6083,12,257418,7791,山东省
14036,老佛爷辅料铺,202419,430668.5,5490,260,112822,3441,山东省
14037,杰虹优品,480485,420689.0,5060,14,201459,2368,山东省
14038,即墨晴晴家工厂直销,590560,416903.54,12520,106,296327,3347,山东省
14039,诗妮歌卫衣工厂店,540222,416632.62,6140,53,142631,4126,山东省
14040,麦塔曼童装,692769,408916.72,8508,106,151397,424,山东省
14041,青岛鹅哥服装厂,208490,404273.0,3777,25,122186,1843,山东省
14042,墨琼MOQIONG【口碑分满分源头厂家】,174696,400421.95,2910,32,101518,1423,山东省
14043,海涛大叔卫衣（即墨）,657584,384679.3,6000,43,154271,1550,山东省
14044,宝儿外贸工厂,66380,383715.7,5378,17,147523,2140,山东省
14045,麦塔曼童装,692769,382157.65,8063,104,123632,289,山东省
